 ,Image Link,Design Name, ,SKU Code,,Size,UOM,QTY,CP,remarks,CP/QTY,Total CP,SP,Margin,New SKU Name,,Type,,Finish,Color,,Length,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Platform,PF0013,Single Step,4ftw,pc,1,750,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Platform,PF0009,Platform 1 feet height,20 X8,Sqft,1,25,,,,,,,Platform,custom size,NA,NA,skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Platform,PF0020,flex skirting,20 X8,Sqft,1,10,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Structures,ST0105,acrylic finish ring structure 8 feet dia,8ft,pc,1,6000,,,,,,,Structures,Ring / Circle,Custom Size,NA,Acrylic,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,printable,PT0005,acrylic cutout,2X2,sqt,1,75,,,,,,,Printables,Acrylic,Custom Size,Custom Shape,NA,No Frame,Text Only,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Real flowers,RF0001,Kamini (Real),,Lot,25,20,,,,,,,Flowers,Real,Kamini,White,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Real flowers,RF0019,Yellow Rose (Real),,Lot,5,200,,,,,,,Flowers,Real,Rose,Yellow,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Real flowers,RF0055,Pampas Grass Biege,,Lot,45,70,,,,,,,Flowers,Real,Grass,biege,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Real flowers,RF0029,Eucalyptus (Real),,Lot,24,250,,,,,,,Flowers,Real,Eucalyptus,NA,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Artificial Flowers,AF0048,Light Blue Rose,,Pc,30,6,,,,,,,Flowers,Artificial,Rose,Blue,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Artificial Flowers,AF0026,Dusty Pink Rose,,Pc,120,6,,,,,,,Flowers,Artificial,Rose,Pink,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Artificial Flowers,AF0080,White Rose,,Pc,160,6,,,,,,,Flowers,Artificial,Rose,White,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Artificial Flowers,AF0020,Orange Rose,,Pc,80,6,,,,,,,Flowers,Artificial,Rose,Orange,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Hardware,HW0017,Binding Wire,,Kg,5,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Hardware,HW0018,Fish Wire,,Kg,2,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Hardware,HW0009,Oasis Brick,,pc,50,20,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Hardware,HW0019,GI Wie,,Kg,2,220,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Hardware,HW0001,Black Mesh Net,,Sqft,4,400,,,,,,,Hardware,Mesh Net,Black,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Hardware,HW0022,broom stick,,pc,12,59,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Structures,ST0060,Labour,,per person,,1500,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1ED27417-CDE7-449C-880E-13C78B426DC9.jpeg,,Structures,ST0061,Transportation,,fix for 10km,,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
42,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Platform,PF0008,Platform 4inch height,12 x8,Sqft,1,25,,,,,,,Platform,custom size,NA,flex,skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Platform,PF0020,flex skirting,12 x8,Sqft,1,10,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Structures,ST0106,curved metal structure 8ft h,8ft h,pc,2,2500,,,,,,,Structures,metal structure,Custom Size,NA,metal  ,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Real flowers,RF0027,Pink Chrysanthemum (Real),,Lot,5,140,,,,,,,Flowers,Real,Chrysanthemum,Pink,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Real flowers,RF0028,White Rose (Real),,Lot,8,200,,,,,,,Flowers,Real,Rose,White,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Real flowers,RF0029,Eucalyptus (Real),,Lot,8,250,,,,,,,Flowers,Real,Eucalyptus,NA,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Real flowers,RF0001,Kamini (Real),,Lot,18,20,,,,,,,Flowers,Real,Kamini,White,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Real flowers,RF0004,Milky White Rose (Real),,Lot,10,200,,,,,,,Flowers,Real,Rose,White,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Real flowers,RF0011,Baby Pink Rose (Real),,Lot,3,200,,,,,,,Flowers,Real,Rose,Pink,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Artificial Flowers,AF0080,White Rose,,Pc,120,6,,,,,,,Flowers,Artificial,Rose,White,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Artificial Flowers,AF0020,Orange Rose,,Pc,50,6,,,,,,,Flowers,Artificial,Rose,Orange,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Artificial Flowers,AF0081,White Hydrangea,,Pcs,60,30,,,,,,,Flowers,Artificial,Hydrangea,White,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Artificial Flowers,AF0069,White Peony,,Pcs,80,16,,,,,,,Flowers,Artificial,Peony,White,piece,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Hardware,HW0017,Binding Wire,,Kg,3,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Hardware,HW0018,Fish Wire,,Kg,1,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Hardware,HW0009,Oasis Brick,,pc,45,20,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Hardware,HW0019,GI Wie,,Kg,2,220,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Hardware,HW0001,Black Mesh Net,,Sqft,4,400,,,,,,,Hardware,Mesh Net,Black,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Hardware,HW0022,broom stick,,pc,12,59,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Structures,ST0060,Labour,,per person,,1500,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/AB3F4E74-31B5-40A8-B6B6-36828409DA5B.jpeg,,Structures,ST0061,Transportation,,fix for 10km,,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
43,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F8,,Platform,PF0009,Platform 1 feet height,16 x 16,Sqft,,25,,,,,,,Platform,16*16 feet,NA,NA,skirting,,,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F9,,Platform,PF0020,flex skirting,16 x 16,Sqft,,10,,,,,,,,,,,,,,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F10,,Structures,ST0008,Acrylic Pillars Set of 4,12ft h,pc,1,6000,,,,,,,Structures,Pillars,Custom Size,NA,Acrylic,,,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F11,,Structures,ST0055,metal rings 1.5 dia,,pc,1,150,,,,,,,Structures,Ring / Circle,Custom Size,NA,metal  ,,,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F12,,Structures,ST0084,12-16 ft pole column extension,,pc,1,1200,,,,,,,Structures,Pole Column,Custom Size,extension,NA,,,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F13,,Real flowers,RF0094,rose  hanging string    red rose 6ft,yellow rose,ft,20,45,,,,,,,Flowers,Real,Rose,Red,String,NA,NA,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F14,,Real flowers,RF0094,rose  hanging string    red rose 6ft,orange rose ,ft,20,45,,,,,,,Flowers,Real,Rose,Red,String,NA,NA,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F15,,Real flowers,RF0094,rose  hanging string    red rose 6ft,pink rose,ft,20,45,,,,,,,Flowers,Real,Rose,Red,String,NA,NA,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F16,,Real Flowers,RF0087,tuberose ilaka  with rose ending 1ft,,,80,75,,,,,,,Flowers,Real,Tuberose,White,NA,NA,NA,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F17,,Real Flowers,RF0095,orange rose ,,lot,20,250,,,,,,,Flowers,Real,Rose,Orange,lot ,NA,NA,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F18,,Real Flowers,RF0014,Flamingo Pink Rose (Real),,Lot,30,200,,,,,,,Flowers,Real,Flamingo rose,Pink,lot ,NA,NA,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F19,,Real Flowers,RF0019,Yellow Rose (Real),,Lot,25,200,,,,,,,Flowers,Real,Rose,Yellow,lot ,NA,NA,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F20,,Real Flowers,RF0029,Eucalyptus (Real),,Lot,28,250,,,,,,,Flowers,Real,Eucalyptus,NA,lot ,NA,NA,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F21,,Real Flowers,RF0001,Kamini (Real),,Lot,85,20,,,,,,,Flowers,Real,Kamini,White,lot ,NA,NA,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F22,,Real Flowers,RF0002,Asparagus Ferns,,Lot,25,20,,,,,,,Flowers,Real,Fern,green,lot ,NA,NA,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F23,,Real Flowers,RF0003,White Baby's Breath (Real),,Lot,20,200,,,,,,,Flowers,Real,baby's breath,White,lot ,NA,NA,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F24,,Hardware,HW0017,Binding Wire,,Kg,5,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F25,,Hardware,HW0018,Fish Wire,,Kg,2,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F26,,Hardware,HW0009,Oasis Brick,,pc,130,20,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F27,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F28,,Hardware,HW0019,GI Wie,,Kg,2,220,,,,,,,Hardware,Wire,Standard,,,,,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F29,,Hardware,HW0001,Black Mesh Net,,Sqft,8,400,,,,,,,Hardware,Mesh Net,Black,,,,,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F30,,Hardware,HW0022,broom stick,,pc,25,59,,,,,,,Hardware,,,,,,,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F31,,Structures,ST0060,Labour,,per person,,1500,,,,,,,Structures,,,,,,,,
,https://www.theweddingcompany.com/wedding-ideas/idea/tropical-flower-paradise-C4D14BD3-1D6B-492F-9BE0-8B20CE0A38F32,,Structures,ST0061,Transportation,,fix for 10km,,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
44,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Platform,PF0008,Platform 4inch height,12x12,Sqft,1,25,,,,,,,Platform,12*12 feet,NA,NA,no skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Platform,PF0019,fabric skiting,12x12,Sqft,1,10,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Structures,ST0045,box stande 10ft,,pc,8,150,,,,,,,Structures,Standee,10 Feet,box,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Structures,ST0107,kaboor jaali,12 x12,pc,1,120,,,,,,,Structures,Jaali,12 × 12 Feet,NA,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Structures,ST0108,foam ball ,2ft dia ,pc,2,150,,,,,,,Structures,Foam STR,Custom Size,NA,foam   ,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Structures,ST0108,foam ball ,3 ft dia,pc,2,300,,,,,,,Structures,Foam STR,Custom Size,NA,foam   ,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Furniture,FU0016,Deewan with Gadda,,pc,2,1000,,,,,,,Furniture,deewan,plain,NA,2 seater,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Furniture,FU0025,Wooden Side Table,,pc,2,500,,,,,,,Furniture,side Table,NA,wood,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Furniture,FU0014,Bolster - 1 Pair,,pc,1,200,,,,,,,Furniture,bolster,plain,NA,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Furniture,FU0013,Cushion- 1 Pair,,pc,3,200,,,,,,,Furniture,Cushion,plain,NA,NA,Cushion,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Props&Accessorie,PA0221,Brass Bucket,,pc,4,450,,,,,,,Props & accessories,Bucket,Brass,natural,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Props&Accessorie,PA0031,Bamboo Petal Basket ,,pc,6,670,,,,,,,Props & accessories,Basket / Tokri,Bamboo,brown,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Props&Accessorie,PA0227,Brass Bowls,,pc,2,300,,,,,,,Props & accessories,Bowl,Brass,natural,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Lighting,LT0035,Pedestal Fan,,pc,2,2400,,,,,,,Lighting,Pedestal Fan,NA,Standard Output,NA,Floor Mounted (base / stand),NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Real flowers,RF0045,Marigold Yellow,,Kg,15,100,,,,,,,Flowers,Real,Marigold,Yellow,NA,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Real flowers,RF0060,Marigold Yellow strings,4ft,feet,60,200,,,,,,,Flowers,Real,Marigold,Yellow,String,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Real flowers,RF0017,White Tuberose Stem (Real),,Lot,4,200,,,,,,,Flowers,Real,Tuberose,White,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Real flowers,RF0001,Kamini (Real),,Lot,60,20,,,,,,,Flowers,Real,Kamini,White,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Real flowers,RF0024,Foliage Golden Rod (Real),,Lot,35,45,,,,,,,Flowers,Real,Rod,Gold,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Real flowers,RF0003,White Baby's Breath (Real),,Lot,30,200,,,,,,,Flowers,Real,baby's breath,White,lot ,NA,NA,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Hardware,HW0017,Binding Wire,,Kg,5,80,,,,,,,Hardware,Binding Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Hardware,HW0018,Fish Wire,,Kg,2,60,,,,,,,Hardware,Fish Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Hardware,HW0009,Oasis Brick,,pc,30,20,,,,,,,Hardware,Oasis Brick,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Hardware,HW0021,Tool kit,,pc,1,59,,,,,,,Hardware,Tool Kit,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Hardware,HW0019,GI Wie,,Kg,2,220,,,,,,,Hardware,Wire,Standard,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Hardware,HW0001,Black Mesh Net,,Sqft,4,400,,,,,,,Hardware,Mesh Net,Black,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Hardware,HW0022,broom stick,,pc,25,59,,,,,,,Hardware,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Structures,ST0060,Labour,,per person,,1500,,,,,,,Structures,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/B1883DC2-9415-46EA-A4A3-D9CEC677FD31.jpeg,,Structures,ST0061,Transportation,,fix for 10km,,5000,,,,,,,Structures,,,,,,,,
,,,,,,,#N/A,,#N/A,,,,,,,,,,,,,,,
45,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D737BD5-51A1-4905-8BDB-C5BBEC6E816A.jpeg,,Platform,PF0008,Platform 4inch height,12x12,Sqft,1,25,side arch isntb properly visible in image,,,,,,Platform,12*12 feet,NA,flex,no skirting,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D737BD5-51A1-4905-8BDB-C5BBEC6E816A.jpeg,,Platform,PF0019,fabric skiting,12x12,Sqft,1,10,,,,,,,,,,,,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D737BD5-51A1-4905-8BDB-C5BBEC6E816A.jpeg,,Structures,ST0109,semi circular arch 8 x8,8x8,pc,1,1600,,,,,,,Structures,Arch,8 × 8 Feet,Semi-Circular,NA,,,,
,https://imageswedding.theweddingcompany.com/bh_prod_bucket/watermark_assets/ideabook/1D737BD5-51A1-4905-8BDB-C5BBEC6E816A.jpeg,,Furniture,FU0011,Whisper Sofa-2 Seater,,pc,1,4000,,,,,,,Furniture,sofa,,NA,2 seater,Cushion,NA,,
